ID,H1,H2,H3,H4,H5,H6,H7,H8,H9,N2,N3,N4,N5,N6,N7,N8,N9,N10,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,C1,C2,C3,C4,C5,C6,C7,C8,C9,Sexo,,,
834,1,1,2.00,5,2,4,3,50,3,27,2,3,8,0,2,5,4,3,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,,,
835,1,2,2.00,0,0,6,97,73,7,25,8,97,0,2,1,5,3,4,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,,,
836,1,1,2.00,4,1,7,97,80,7,28,7,97,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
837,1,1,2.00,6,0,10,8,80,8,37,9,97,0,1,1,5,3,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
838,1,2,2.00,4,2,4,3,82,10,0,6,97,9,0,1,5,3,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
839,1,2,2.00,5,2,2,97,42,12,44,98,97,2,0,4,5,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
840,1,3,2.00,2,2,4,8,25,9,25,12,97,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
841,1,2,2.00,1,0,8,97,24,10,29,98,12,0,2,4,5,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,,
842,1,3,2.00,2,2,3,97,24,12,0,12,97,8,0,4,5,1,3,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,,,
843,1,3,2.00,2,3,8,3,82,9,32,3,97,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
844,1,2,2.00,3,0,4,11,70,9,36,10,97,0,2,4,5,1,2,3,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,,,
845,1,2,2.00,3,2,1,6,49,12,44,12,97,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
846,1,1,1.00,0,1,4,16,36,12,51,16,97,1,0,1,4,5,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
847,1,3,1.00,0,2,1,13,41,16,54,12,97,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
848,1,2,1.00,2,2,3,12,36,12,31,12,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
849,1,2,1.00,3,2,9,12,38,12,42,12,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
850,1,1,1.00,3,0,6,97,71,12,36,8,12,0,1,2,5,1,4,3,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,,,
851,1,1,1.00,3,2,9,6,53,12,40,8,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
852,1,2,1.00,0,0,1,12,22,13,58,16,97,0,1,3,5,1,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
853,1,2,1.00,0,2,2,12,27,13,73,12,17,1,0,9,9,9,9,9,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,,,
854,1,2,3.00,3,1,2,12,47,12,42,4,97,1,0,4,5,1,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
855,1,2,3.00,1,1,2,12,42,12,35,9,97,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
856,1,2,3.00,0,0,2,8,49,17,59,12,15,0,1,4,5,1,2,3,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,,
857,1,2,3.00,2,2,2,97,42,17,30,13,97,1,0,4,5,1,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,,,
858,1,2,3.00,0,2,2,98,52,12,48,98,97,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
859,1,1,3.00,0,0,1,12,35,15,30,99,97,0,1,3,5,1,4,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,,,
860,1,2,3.00,1,1,4,97,28,12,73,9,97,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
861,1,1,3.00,1,0,7,11,47,17,34,99,97,0,1,1,5,4,2,3,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,,,
862,1,2,3.00,0,0,1,98,57,9,36,98,12,0,2,1,5,4,3,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,,,
863,1,1,3.00,5,1,4,0,54,13,51,8,20,1,0,3,5,1,4,2,1,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,,,
864,1,2,3.00,1,1,3,10,31,10,42,10,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
865,1,2,3.00,2,0,8,8,46,8,30,7,12,0,1,2,5,1,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,
866,1,2,3.00,0,1,1,12,32,18,61,12,97,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
867,1,2,3.00,0,2,2,14,40,12,71,12,97,2,0,5,4,1,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,,,
868,1,1,3.00,2,1,4,16,35,16,46,12,18,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
869,1,1,3.00,1,0,4,3,71,14,47,8,16,0,1,3,5,4,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,,,
870,1,2,3.00,0,2,1,13,25,16,64,13,13,1,0,4,3,1,2,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
871,1,2,3.00,0,1,1,12,40,15,50,12,97,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
872,1,1,3.00,2,0,4,20,39,16,66,14,19,0,1,4,5,1,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
873,1,1,3.00,2,1,2,12,30,14,42,14,17,1,0,1,4,5,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
874,1,2,3.00,0,0,1,16,33,17,57,15,97,0,1,4,5,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
875,1,1,3.00,0,1,4,16,25,16,29,9,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
876,1,1,3.00,0,0,7,12,27,20,46,12,19,0,1,4,5,1,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,,
877,1,2,2.00,5,2,4,5,72,13,60,8,8,2,0,3,4,5,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,,,
878,1,2,2.00,4,2,3,12,38,12,25,12,14,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
879,1,1,2.00,0,0,2,12,27,15,50,12,97,0,1,9,9,9,9,9,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,
880,1,2,2.00,0,1,2,12,37,14,40,12,97,1,0,3,5,1,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,
881,1,2,2.00,5,2,5,7,56,13,45,8,97,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
882,2,1,2.00,2,0,2,11,30,14,31,97,16,0,1,5,4,1,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,,,,
883,1,9,2.00,5,2,13,11,66,11,29,0,97,2,0,1,5,3,2,4,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,,,,
884,1,1,2.00,0,1,2,20,26,16,52,15,97,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
885,1,2,2.00,0,0,2,8,36,14,51,10,97,0,1,1,5,4,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
886,1,1,2.00,0,1,8,97,81,7,35,5,4,2,0,1,5,4,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
887,1,1,2.00,0,2,1,97,68,12,32,99,97,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
888,1,1,2.00,2,0,3,8,45,12,28,8,12,0,8,2,5,1,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
889,1,9,2.00,1,2,1,5,44,11,29,8,97,1,0,1,5,2,3,4,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,1,,,
890,1,1,2.00,2,1,4,98,32,12,46,98,13,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
891,1,3,2.00,3,0,1,12,35,12,46,8,97,0,1,3,4,5,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,,,
892,1,2,2.00,0,2,1,9,70,12,44,9,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
893,1,1,2.00,0,1,1,10,46,16,66,15,17,2,0,4,5,1,2,3,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,,,
894,1,2,2.00,0,1,1,97,21,12,32,12,97,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
895,1,2,2.00,4,0,2,12,44,13,36,98,12,0,1,1,5,2,3,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,
896,1,2,2.00,0,2,6,12,48,14,22,8,16,1,0,1,4,5,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,,,
897,1,1,2.00,2,2,6,6,40,6,28,98,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
898,1,1,2.00,2,0,1,10,39,16,50,98,16,0,1,5,4,1,2,3,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,,,
899,1,2,2.00,0,2,2,16,31,20,47,16,97,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
900,1,2,2.00,0,0,3,97,39,16,39,16,97,0,1,5,4,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,
901,1,2,2.00,0,1,3,14,33,16,59,14,97,1,0,4,5,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,,,
902,1,2,2.00,0,0,4,97,28,14,40,12,97,0,1,5,4,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
903,1,2,2.00,5,2,4,97,62,15,51,11,12,1,0,5,4,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,
904,1,1,2.00,0,0,2,12,21,12,35,12,97,0,2,2,5,1,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,
905,1,1,2.00,2,2,0,14,38,14,60,16,12,2,0,5,4,2,3,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,,,
906,1,2,2.00,6,2,3,5,67,10,36,0,97,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
907,1,1,2.00,1,0,3,3,62,14,65,3,12,0,1,3,5,2,1,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,
908,1,2,2.00,3,2,6,16,34,12,41,9,12,1,0,4,5,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,
909,2,2,2.00,4,2,1,97,59,12,35,7,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
910,2,1,2.00,2,2,5,98,72,6,22,98,11,1,0,2,4,5,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,
911,2,2,2.00,0,1,0,7,72,8,35,98,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
912,2,2,2.00,2,0,11,98,35,11,42,99,97,0,1,2,5,1,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,
913,2,2,2.00,1,1,1,15,41,12,22,13,97,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
914,1,1,2.00,1,1,3,16,35,19,75,14,97,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
915,1,2,2.00,0,2,4,98,69,12,65,14,15,1,0,2,4,5,1,3,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,,,
916,1,1,2.00,0,1,1,12,38,16,51,11,16,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
917,1,2,2.00,0,0,1,16,39,16,44,14,97,0,1,3,5,1,2,4,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,,,
918,1,1,2.00,5,2,9,3,75,11,44,98,16,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
919,1,1,2.00,1,1,8,98,76,12,46,98,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
920,1,3,2.00,0,0,2,16,35,13,24,13,97,0,1,4,5,2,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
921,2,3,2.00,1,1,8,16,35,99,36,12,97,2,0,2,5,4,3,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,,,
922,1,1,2.00,2,2,5,98,75,14,44,98,16,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
923,2,3,2.00,1,0,7,97,45,16,64,8,16,0,2,2,5,1,3,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
924,2,1,2.00,0,1,4,98,54,10,30,98,97,1,0,5,2,4,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,
925,2,2,2.00,0,0,3,8,51,16,47,11,16,0,2,5,4,1,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,
926,2,1,2.00,3,1,4,98,52,14,51,12,97,1,0,2,5,1,3,4,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,,,
927,1,2,2.00,0,2,1,16,61,14,31,14,97,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
928,1,2,2.00,0,0,4,97,29,13,40,8,16,0,2,1,5,4,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,
929,1,1,2.00,1,0,2,12,34,13,47,9,16,0,1,5,4,1,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
930,1,2,2.00,0,2,1,12,27,13,23,98,97,1,0,1,5,3,2,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
931,2,2,3.00,4,0,2,4,59,14,46,6,12,0,1,2,5,1,3,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
932,2,9,3.00,2,9,2,10,44,18,50,13,97,1,0,9,9,9,9,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
933,1,3,3.00,2,3,3,8,32,14,0,8,97,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
934,1,2,3.00,2,0,6,9,59,14,30,8,14,0,1,5,4,1,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
935,1,2,3.00,0,1,1,97,40,16,61,12,16,1,0,4,5,1,3,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,,,
936,1,1,3.00,0,2,2,14,37,16,44,12,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
937,1,2,3.00,2,2,4,9,34,12,32,12,97,2,0,3,5,2,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
938,1,2,3.00,1,0,6,98,74,9,31,98,97,0,2,9,9,9,9,9,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,
939,1,3,3.00,2,1,5,12,46,14,31,13,97,1,0,3,5,4,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
940,1,2,3.00,1,1,4,12,34,16,47,12,97,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
941,1,1,3.00,1,1,7,5,77,12,31,5,97,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
942,1,2,3.00,0,1,2,12,41,18,52,12,17,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
943,1,2,3.00,0,0,9,97,31,12,58,13,97,0,1,4,5,1,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,
944,1,2,3.00,0,1,10,2,26,18,34,1,97,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
945,1,1,3.00,5,0,3,9,61,17,51,12,14,0,1,5,4,1,2,3,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,,,
946,1,1,1.00,2,1,1,97,63,17,35,8,97,2,0,4,5,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,
947,1,1,3.00,3,0,5,98,77,12,36,98,12,0,8,5,4,2,1,3,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,,,
948,1,2,3.00,0,2,2,12,33,14,39,12,97,1,0,4,5,2,1,3,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,,,
949,1,1,3.00,4,1,2,2,60,14,59,12,97,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
950,1,2,3.00,4,1,0,14,50,15,36,9,14,2,0,4,5,3,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,,,
951,1,2,3.00,2,1,2,17,38,17,43,12,97,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
952,1,2,3.00,6,0,3,6,52,12,47,12,97,0,1,1,5,2,3,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
953,1,1,3.00,3,1,9,9,49,11,44,9,16,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
954,1,1,3.00,1,0,3,8,38,13,45,8,12,0,1,4,5,1,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
955,1,1,3.00,0,1,2,97,43,12,69,4,97,1,0,4,5,2,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,,,
956,1,2,3.00,2,2,12,8,39,11,22,8,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
957,1,2,3.00,0,0,0,97,45,16,51,12,97,0,1,4,5,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,,,
958,1,2,3.00,1,2,3,8,40,14,47,12,97,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
959,1,1,3.00,4,1,5,98,73,8,40,8,12,2,0,5,3,1,4,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,,,
960,1,2,3.00,2,0,4,20,41,19,50,20,18,0,1,5,4,1,3,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,,,
961,1,1,3.00,2,1,4,14,40,18,64,12,15,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
962,1,2,3.00,3,0,2,8,64,12,43,12,13,0,1,2,4,1,5,3,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,,,
963,1,1,3.00,0,1,3,12,38,18,72,12,97,1,0,4,5,1,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,
964,1,2,3.00,2,2,1,8,87,16,29,8,97,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
965,1,2,3.00,3,0,1,98,41,12,51,99,12,0,1,2,5,4,3,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
966,1,2,3.00,0,2,2,10,42,13,46,11,13,1,0,4,5,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,,,
967,1,2,3.00,0,0,0,97,20,13,0,12,97,0,1,5,4,1,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
968,1,1,3.00,7,1,0,12,63,18,31,20,97,2,0,4,5,1,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,,,
969,1,1,3.00,2,2,4,16,34,14,42,12,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
970,1,2,3.00,0,0,1,13,23,13,42,12,97,0,1,5,4,1,2,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,,,
971,1,2,3.00,1,2,5,99,69,17,25,98,97,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
972,1,3,3.00,6,0,2,97,68,11,0,6,10,0,2,5,3,1,2,4,1,2,2,2,2,2,2,2,2,9,9,9,9,9,9,9,9,9,2,,,
973,3,1,3.00,3,2,9,5,40,11,29,3,12,1,0,3,5,2,4,1,1,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,,,
974,1,2,3.00,0,0,1,97,69,12,46,98,97,0,1,5,4,1,3,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,,,
975,1,2,3.00,1,2,7,97,40,13,66,3,12,2,0,5,3,1,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,,,
976,3,2,3.00,6,0,98,99,52,8,24,98,9,0,1,4,5,1,2,3,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,,,
977,1,2,3.00,0,1,5,11,41,13,51,16,13,1,0,3,5,1,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
978,1,2,3.00,0,2,2,98,19,11,0,12,97,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
979,1,3,3.00,2,3,2,98,85,10,47,98,10,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
980,1,2,3.00,3,0,3,14,38,12,44,12,12,0,1,3,4,5,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,,,
981,1,2,3.00,4,2,4,12,54,12,29,12,12,8,0,3,5,1,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
982,1,1,3.00,2,2,3,97,82,13,51,8,13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
983,1,1,3.00,0,0,7,6,81,17,64,8,8,0,1,3,5,1,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
984,1,2,3.00,2,2,1,12,55,18,62,12,12,2,0,4,5,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,
985,1,1,3.00,0,1,1,12,72,16,65,12,14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
986,1,2,3.00,2,0,9,9,69,11,42,8,97,0,2,1,5,4,2,3,2,2,2,2,2,2,2,2,2,9,9,9,9,9,9,9,9,9,2,,,
987,1,2,3.00,1,2,3,12,80,16,66,12,97,2,0,9,9,9,9,9,1,2,2,2,2,2,2,2,2,9,9,9,9,9,9,9,9,9,2,,,
988,1,1,3.00,2,1,2,12,69,12,46,12,97,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
989,1,2,3.00,2,0,6,4,64,10,30,5,97,0,1,3,5,1,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,,,
990,1,1,3.00,0,2,4,10,35,14,54,10,97,8,0,3,5,4,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,
991,1,1,3.00,3,1,7,3,76,14,60,5,19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
992,1,1,3.00,0,1,4,15,22,15,33,12,97,2,0,3,2,5,4,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,,,
993,1,1,3.00,0,1,1,12,26,18,64,12,97,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
994,1,2,3.00,0,0,2,97,26,14,31,16,97,0,1,5,3,4,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,
995,1,3,3.00,2,2,0,10,68,13,47,12,97,1,0,4,5,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
996,1,2,3.00,2,0,2,8,45,12,51,12,97,0,1,4,5,1,3,2,1,1,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,,,
997,1,2,3.00,0,2,1,12,73,14,47,12,97,2,0,2,5,1,4,3,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,,,
998,1,1,3.00,1,1,8,4,66,18,66,4,97,1,0,9,9,9,9,9,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,
999,1,2,3.00,0,1,4,97,26,16,66,12,97,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
1000,2,2,3.00,0,0,2,97,33,14,51,12,97,0,1,4,5,3,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,,,
